28,329
29,135
129,29
129,135
157,266
181,459
213,29
213,135
214,241
273,307
284,393
305,29
305,135
305,233
305,296
335,387
350,324
452,29
452,135
452,233
452,293
452,402
452,465
452,474
576,354
585,135
585,233
585,293
593,354
577,48
556,399
593,458
550,473
355,363
255,358
262,441
378,441
180,360
229,291
137,222
34,48
41,456
376,232
